t S E I R D
0 9998 0 2 0 0
0.125 9998 0 2 0 0
0.25 9998 0 2 0 0
0.375 9998 0 2 0 0
0.5 9998 0 2 0 0
0.625 9997 1 2 0 0
0.75 9997 1 2 0 0
0.875 9997 1 2 0 0
1 9997 0 3 0 0
1.125 9996 1 3 0 0
1.25 9995 2 3 0 0
1.375 9994 3 3 0 0
1.5 9994 3 3 0 0
1.625 9993 4 3 0 0
1.75 9993 4 2 1 0
1.875 9992 5 2 1 0
2 9992 4 2 2 0
2.125 9992 4 2 2 0
2.25 9992 3 3 2 0
2.375 9990 5 3 2 0
2.5 9989 6 3 2 0
2.625 9988 6 4 2 0
2.75 9988 5 5 2 0
2.875 9986 6 6 2 0
3 9984 8 6 2 0
3.125 9984 8 6 2 0
3.25 9981 11 6 2 0
3.375 9981 9 8 2 0
3.5 9978 11 9 2 0
3.625 9974 14 10 2 0
3.75 9970 17 11 2 0
3.875 9962 25 11 2 0
4 9961 22 15 2 0
4.125 9959 22 17 2 0
4.25 9957 24 17 2 0
4.375 9950 30 18 2 0
4.5 9942 36 20 2 0
4.625 9935 42 21 2 0
4.75 9923 53 22 2 0
4.875 9913 60 24 3 0
5 9908 62 27 3 0
5.125 9897 72 27 4 0
5.25 9889 73 33 5 0
5.375 9880 77 37 6 0
5.5 9867 85 42 6 0
5.625 9852 96 44 8 0
5.75 9840 102 50 8 0
5.875 9825 109 56 10 0
6 9811 117 61 11 0
6.125 9792 130 66 12 0
6.25 9772 135 80 13 0
6.375 9752 145 87 16 0
6.5 9736 147 99 18 0
6.625 9717 158 107 18 0
6.75 9688 177 116 19 0
6.875 9664 187 127 22 0
7 9636 202 138 24 0
7.125 9598 221 150 31 0
7.25 9561 243 159 37 0
7.375 9517 271 172 40 0
7.5 9474 296 188 42 0
7.625 9433 321 201 45 0
7.75 9393 333 225 49 0
7.875 9359 342 248 51 0
8 9320 357 265 58 0
8.125 9275 383 277 65 0
8.25 9234 397 299 70 0
8.375 9185 430 313 72 0
8.5 9135 460 324 81 0
